date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,has_basement,log_price,log_sqft_living,log_sqft_lot
19-08-2014,640000.0,3,2,2160,4000,1.5,0,0,3,8,1960,200,1903,2013,98122,47.6045,-122.307,2160,5120,Com Porão,13.369225017834633,7.6783263565068856,8.294299608857235
08-07-2014,900000.0,3,2,3180,12600,2.0,0,0,4,11,3180,0,1978,0,98074,47.6366,-122.058,3030,12835,Sem Porão,13.710151153416941,8.064950891749143,9.441531454869693
30-09-2014,370000.0,3,2,2110,13300,2.0,0,0,4,8,2110,0,1985,0,98038,47.3725,-122.06,2470,14000,Sem Porão,12.821260987319457,7.65491704784832,9.495594499353297
14-03-2015,685000.0,3,2,2060,2900,1.5,0,0,5,8,1330,730,1931,0,98144,47.5897,-122.292,1910,3900,Com Porão,13.437175577097312,7.630946580890459,7.972810784121404
04-09-2014,505000.0,3,1,1830,217800,1.0,0,0,3,7,1010,820,1981,0,98053,47.6277,-121.972,2450,165963,Com Porão,13.132315688453556,7.5126175446745105,12.291337080838684
21-10-2014,265000.0,3,1,1820,32666,1.0,0,0,4,7,1820,0,1966,0,98022,47.1803,-121.974,2050,43560,Sem Porão,12.487488878546145,7.507141079727608,10.394120673014172
24-03-2015,290000.0,3,2,1610,2937,2.0,0,0,3,8,1610,0,2006,0,98055,47.4489,-122.188,1610,3049,Sem Porão,12.577639650232573,7.384610383176974,7.9854843567338225
02-09-2014,296000.0,4,2,1780,3600,2.0,0,0,3,7,1780,0,2006,0,98038,47.3665,-122.017,2020,3802,Sem Porão,12.598118111678868,7.484930283289661,8.188966863648876
13-02-2015,360000.0,4,2,1840,9611,2.0,0,0,3,7,1840,0,1996,0,98178,47.4964,-122.251,1830,8505,Sem Porão,12.793862088206213,7.518064181233078,9.17076759685636
04-06-2014,240500.0,3,1,1460,10584,1.0,0,0,3,7,990,470,1997,0,98168,47.492,-122.317,1220,12012,Com Porão,12.390479526523466,7.2868764117507,9.267193183568965
22-07-2014,372500.0,2,2,1400,2958,2.0,0,0,3,8,1400,0,2007,0,98126,47.5496,-122.373,1540,2385,Sem Porão,12.827995001361906,7.244941546337007,7.99260665240021
02-10-2014,595000.0,3,2,3370,14402,2.0,0,2,3,9,3370,0,2004,0,98045,47.5008,-121.776,3330,9691,Sem Porão,13.296318365198623,8.12296471523406,9.57519179719905
17-10-2014,515000.0,4,3,3590,8249,2.0,0,0,3,9,3590,0,1997,0,98023,47.2846,-122.341,2860,7995,Sem Porão,13.151924121391561,8.186185994226083,9.017968479328726
05-08-2014,1220000.0,4,2,3200,15367,2.0,0,0,4,9,3200,0,1962,0,98040,47.5494,-122.216,3070,15263,Sem Porão,14.014362236381235,8.071218539969863,9.640042704448392
09-10-2014,507000.0,2,1,1670,6460,1.0,0,0,3,8,1670,0,2004,0,98053,47.7123,-122.027,2170,6254,Sem Porão,13.136268254957963,7.421177528595393,8.773539383558166
04-02-2015,399950.0,4,2,2420,31465,1.0,0,0,3,9,2420,0,1984,0,98092,47.3131,-122.115,2560,32186,Sem Porão,12.899097318586382,7.791935956938058,10.35666287680037
20-08-2014,185000.0,3,1,1430,10816,2.0,0,0,3,7,1430,0,1994,0,98010,47.3122,-121.996,1560,10816,Sem Porão,12.128116509451258,7.266128779556451,9.28887424963029
25-08-2014,460000.0,3,1,1440,7070,1.0,0,0,3,7,1440,0,1980,0,98052,47.6947,-122.125,1440,7210,Sem Porão,13.038983942375959,7.273092595999522,8.863757191604241
24-02-2015,435500.0,3,2,1450,4789,2.0,0,0,3,7,1450,0,1985,0,98029,47.5665,-122.018,1560,4490,Sem Porão,12.98425237148331,7.280008252884188,8.474285690404962
08-04-2015,469000.0,4,2,3550,13938,1.0,0,0,5,8,2100,1450,1966,0,98188,47.425,-122.283,2050,9000,Com Porão,13.058360179622305,8.174984532943087,9.542445945729886
05-05-2014,531000.0,2,3,1270,1175,2.0,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,Com Porão,13.182519183461475,7.147559271189454,7.069874128458572
06-02-2015,443500.0,2,1,940,6804,1.0,0,0,3,7,940,0,1949,0,98177,47.7047,-122.373,1150,6930,Sem Porão,13.002455335520661,6.846943139585379,8.825412915085566
26-11-2014,223000.0,3,2,1670,6824,1.0,0,0,3,7,1300,370,1990,0,98042,47.3666,-122.084,1660,7586,Com Porão,12.314931534737134,7.421177528595393,8.82834762005316
17-04-2015,590000.0,4,3,3100,15842,2.0,0,0,3,8,2400,700,1996,0,98028,47.7466,-122.242,2200,19400,Com Porão,13.28787951079572,8.03947991910045,9.670483041375043
09-12-2014,340000.0,2,2,1100,1760,3.0,0,0,3,7,1100,0,1997,0,98103,47.6972,-122.35,1200,1415,Sem Porão,12.73670383776449,7.00397413672268,7.473637108496206
05-11-2014,650000.0,3,2,1870,3388,1.0,0,0,4,8,1230,640,1925,0,98199,47.6372,-122.395,1780,4050,Com Porão,13.384729180332174,7.534228326274089,8.128290171607052
25-09-2014,533600.0,3,2,1930,5080,2.0,0,0,4,8,1930,0,1990,0,98029,47.5694,-122.001,2190,5085,Sem Porão,13.187403647644764,7.565793282428515,8.533263371593732
10-06-2014,695000.0,3,2,2540,4694,2.0,0,0,3,9,2540,0,2005,0,98074,47.6214,-122.024,2600,6344,Sem Porão,13.451668563394815,7.840312983320164,8.454253391642363
17-06-2014,242000.0,3,1,1280,7524,1.5,0,0,4,7,1280,0,1988,0,98031,47.3961,-122.188,1500,7777,Sem Porão,12.396697137361691,7.155396301896734,8.925986089617076
14-01-2015,425000.0,3,2,1820,8814,1.0,0,0,3,7,1280,540,1967,0,98125,47.7162,-122.309,1810,7515,Com Porão,12.959846800844963,7.507141079727608,9.08421009483197
06-05-2015,525000.0,3,2,1490,9414,2.0,0,0,3,7,1490,0,1981,0,98052,47.6844,-122.113,1290,10125,Sem Porão,13.171155446333852,7.307202314764738,9.150059441091253
22-09-2014,485000.0,3,2,1880,5502,2.0,0,0,3,8,1880,0,1988,0,98029,47.5737,-122.018,2040,5411,Sem Porão,13.091906231773164,7.53955882930103,8.613048677059759
13-01-2015,175000.0,3,1,1250,9775,1.0,0,0,3,7,1250,0,1971,0,98045,47.4474,-121.771,1390,9650,Sem Porão,12.07254696717504,7.1316985104669115,9.187685681411377
19-06-2014,210000.0,3,2,1440,7210,1.0,0,0,3,8,1440,0,1983,0,98092,47.3128,-122.184,1700,7245,Sem Porão,12.25486757159303,7.273092595999522,8.88336291691676
15-04-2015,260000.0,3,2,1920,7415,2.0,0,0,3,7,1920,0,1989,0,98031,47.4022,-122.171,1930,7536,Sem Porão,12.468440756144114,7.560601162768557,8.91139510724569
23-06-2014,577000.0,3,2,2060,5750,1.0,0,0,3,7,1330,730,1976,0,98116,47.5671,-122.391,1920,5750,Com Porão,13.265599278590988,7.630946580890459,8.657129031713755
21-10-2014,200000.0,3,1,1210,10588,1.0,0,0,4,7,1210,0,1958,0,98002,47.2876,-122.212,1408,10588,Sem Porão,12.206077645517674,7.099201743553092,9.267571005430455
25-02-2015,605000.0,2,1,1760,5000,1.0,0,0,4,7,940,820,1927,0,98117,47.682,-122.372,1530,5000,Com Porão,13.312985389904174,7.473637108496206,8.517393171418904
21-05-2014,325000.0,3,1,990,6750,1.0,0,0,4,6,990,0,1947,0,98133,47.7125,-122.331,1440,6860,Sem Porão,12.691583538230217,6.898714534329988,8.81744592104187
14-08-2014,289500.0,3,1,960,6400,1.0,0,0,4,6,820,140,1944,0,98178,47.496,-122.239,1200,6600,Com Porão,12.575914030220655,6.8679744089702925,8.764209507142004
08-08-2014,559950.0,3,2,1660,1458,3.0,0,0,3,9,1660,0,2014,0,98144,47.5876,-122.309,1660,1784,Sem Porão,13.235604558882983,7.415175109613295,7.285506548522785
06-04-2015,1042500.0,3,1,1900,9375,1.0,0,1,4,8,1330,570,1941,0,98115,47.6821,-122.273,2760,9375,Com Porão,13.857133191887247,7.550135342488429,9.145908511816794
09-10-2014,543500.0,3,2,1270,2790,1.0,0,0,3,7,990,280,1970,0,98199,47.6581,-122.396,1920,4000,Com Porão,13.205786825468111,7.147559271189454,7.934155233536322
22-05-2014,480000.0,4,2,3250,34293,2.0,0,0,4,9,3250,0,1983,0,98042,47.3496,-122.094,3110,35982,Sem Porão,13.081543466215237,8.086717920303906,10.442725690738797
23-05-2014,218000.0,3,1,960,9633,1.0,0,0,5,6,960,0,1982,0,98022,47.1951,-122.001,1080,8610,Sem Porão,12.292254928916668,6.8679744089702925,9.173053787190167
22-06-2014,565000.0,2,1,1330,6000,1.0,0,0,4,7,960,370,1914,1945,98199,47.6539,-122.396,1620,6000,Com Porão,13.244582780038517,7.193685818395112,8.699681400989514
12-12-2014,426700.0,3,1,2080,7700,1.0,0,0,5,7,1600,480,1968,0,98056,47.5375,-122.178,1680,7700,Com Porão,12.963838812740255,7.640603826393634,8.94910546953925
12-09-2014,650000.0,3,2,2690,11575,1.0,0,3,3,8,2130,560,1957,0,98028,47.7605,-122.267,2390,11782,Com Porão,13.384729180332174,7.897668150726906,9.35668926831132
24-09-2014,542000.0,2,1,890,3060,1.0,0,0,3,7,770,120,1910,0,98105,47.6663,-122.326,1760,4080,Com Porão,13.20302312543853,6.792344427470809,8.026496938945412
24-06-2014,415000.0,3,1,1070,8000,1.0,0,0,3,7,1070,0,1977,0,98052,47.6978,-122.13,1200,7990,Sem Porão,12.936036208848487,6.976348070447749,8.987321812850125
15-08-2014,214000.0,3,1,1200,8316,1.0,0,0,4,6,1200,0,1953,0,98002,47.3221,-122.215,1200,8316,Sem Porão,12.273735966890268,7.0909098220799835,9.026056891868688
21-01-2015,245000.0,3,1,1360,8910,2.0,0,0,5,7,1360,0,1949,0,98188,47.4488,-122.275,1220,8912,Sem Porão,12.409017571151187,7.215975002651466,9.09504174761272
01-07-2014,314500.0,3,2,2050,13303,1.0,0,0,3,8,2050,0,1993,0,98003,47.2681,-122.31,2180,11590,Sem Porão,12.658742534767816,7.62608275807238,9.495820020872763
09-04-2015,1120000.0,3,1,3000,5750,2.0,0,0,5,9,2000,1000,1924,0,98116,47.5821,-122.39,1820,5750,Com Porão,13.928840136128022,8.006700845440367,8.657129031713755
03-03-2015,378000.0,2,2,1300,3850,1.0,0,0,3,7,800,500,1963,0,98136,47.5395,-122.39,950,5500,Com Porão,12.84265212010087,7.170888478512505,8.25608813381491
28-07-2014,305000.0,4,2,2250,9091,1.0,0,0,3,7,1340,910,1982,0,98001,47.336,-122.269,1540,7802,Com Porão,12.628070334272698,7.719129840906732,9.115150184972434
20-03-2015,595000.0,5,2,3740,6750,1.0,0,0,4,8,1980,1760,1978,0,98028,47.7679,-122.261,2620,7920,Com Porão,13.296318365198623,8.227108234348146,8.81744592104187
12-05-2015,729500.0,3,2,1660,1091,3.0,0,1,3,9,1530,130,2015,0,98116,47.5818,-122.402,1510,1352,Com Porão,13.500116017745958,7.415175109613295,6.9957661563048505
30-09-2014,430000.0,3,2,2360,6699,2.0,0,0,3,7,2360,0,2003,0,98065,47.5317,-121.853,2360,4744,Sem Porão,12.971542813248437,7.766840537085513,8.809862805379057
09-04-2015,240000.0,3,1,1760,6500,1.0,0,0,3,7,1150,610,1987,0,98038,47.3647,-122.05,1760,8125,Com Porão,12.388398368982115,7.473637108496206,8.77971129020447
20-03-2015,545000.0,3,1,1680,6200,1.5,0,0,3,7,1680,0,1916,0,98136,47.5338,-122.384,1680,5100,Sem Porão,13.208542908506082,7.427144133408616,8.732465848349879
07-07-2014,530000.0,3,1,1320,2500,1.0,0,0,3,7,870,450,1918,0,98105,47.6681,-122.305,1580,2750,Com Porão,13.180634172318978,7.186144304522325,7.824445930877619
07-04-2015,425000.0,4,1,1260,7645,1.5,0,0,3,6,1260,0,1925,0,98146,47.5044,-122.35,1170,7649,Sem Porão,12.959846800844963,7.13966033596492,8.941937914256359
17-11-2014,220000.0,3,1,1000,6020,1.0,0,0,3,6,1000,0,1944,0,98166,47.4793,-122.346,1300,8640,Sem Porão,12.301387370778713,6.90875477931522,8.703008637464448
24-11-2014,521000.0,4,1,2020,36400,1.0,0,0,4,8,1550,470,1976,0,98077,47.7627,-122.076,2520,38255,Com Porão,13.163507240119458,7.611347717403621,10.502351525774941
23-05-2014,325000.0,3,1,1920,6862,1.0,0,2,3,7,1120,800,1952,0,98118,47.5193,-122.274,2000,6900,Com Porão,12.691583538230217,7.560601162768557,8.833899942908635
03-04-2015,597500.0,3,2,2150,5400,1.5,0,0,4,7,1380,770,1911,0,98126,47.555,-122.379,1940,6500,Com Porão,13.30051123642657,7.67368812926773,8.594339400592892
23-07-2014,337000.0,3,2,1470,3976,2.0,0,0,3,7,1470,0,1999,0,98065,47.526,-121.826,1490,4400,Sem Porão,12.727841176689147,7.293697720601438,8.28828304520769
22-04-2015,1000000.0,3,2,3180,10492,2.0,0,2,3,10,3180,0,1991,0,98052,47.655,-122.124,3000,9812,Sem Porão,13.815511557963774,8.064950891749143,9.25846364715791
20-11-2014,3070000.0,3,2,3930,55867,1.0,1,4,4,8,2330,1600,1957,0,98034,47.7022,-122.224,2730,26324,Com Porão,14.937188445296226,8.27664912542186,10.930747044425662
07-05-2014,495000.0,3,1,990,6000,1.0,0,0,3,6,990,0,1943,0,98105,47.6718,-122.267,1250,6000,Sem Porão,13.112315061750808,6.898714534329988,8.699681400989514
02-01-2015,748000.0,4,3,2770,3330,2.0,0,0,3,8,1970,800,2001,0,98052,47.6327,-122.109,2180,3380,Com Porão,13.525159593854116,7.9269635448629785,8.11102783819368
02-09-2014,888000.0,3,1,1250,8710,1.0,0,0,4,7,1250,0,1953,0,98004,47.6245,-122.198,1750,9185,Sem Porão,13.6967281480998,7.1316985104669115,9.072341873818893
24-03-2015,269900.0,3,1,1140,22267,1.0,0,0,3,7,1140,0,1986,0,98045,47.4761,-121.758,1150,15625,Sem Porão,12.505810504075185,7.039660349862076,10.010905949303398
13-11-2014,496500.0,4,2,2250,14440,1.0,0,0,3,7,1550,700,1967,0,98027,47.5221,-122.045,2090,11400,Com Porão,13.115340776564027,7.719129840906732,9.577826662126565
21-01-2015,475000.0,3,2,1640,5097,2.0,0,0,3,7,1640,0,1969,0,98155,47.7522,-122.278,1880,6000,Sem Porão,13.07107218827772,7.403061091090091,8.53660358493606
27-05-2014,312000.0,3,1,1255,1374,3.0,0,0,3,7,1255,0,2004,0,98125,47.7145,-122.311,1307,1232,Sem Porão,12.650761671914688,7.135687347028144,7.226209010100671
24-11-2014,323000.0,3,1,1290,12231,1.0,0,0,3,7,1290,0,1976,0,98072,47.7404,-122.11,1390,11632,Sem Porão,12.685410698175234,7.1631723908466425,9.411810747608898
24-11-2014,331000.0,3,1,1300,9079,1.0,0,0,3,7,1300,0,1986,0,98059,47.4834,-122.159,1890,7369,Sem Porão,12.709876675502672,7.170888478512505,9.11382947159534
14-05-2014,306000.0,3,1,1220,1086,3.0,0,0,3,8,1220,0,2007,0,98133,47.7049,-122.353,1220,1422,Sem Porão,12.631343648903034,7.107425474110705,6.99117688712121
30-09-2014,655000.0,4,2,2630,4000,3.0,0,0,3,8,2630,0,2002,0,98117,47.6915,-122.381,1640,4000,Sem Porão,13.39239204133378,7.875119281040293,8.294299608857235
09-07-2014,290000.0,3,1,1950,15954,1.0,0,0,4,8,1950,0,1959,0,98003,47.336,-122.319,1940,12667,Sem Porão,12.577639650232573,7.576097340623111,9.677527538712344
02-08-2014,1250000.0,4,3,3160,5000,2.0,0,0,5,9,2360,800,1965,0,98105,47.6597,-122.274,2220,4000,Com Porão,14.038654909278163,8.058643712215618,8.517393171418904
16-06-2014,460000.0,3,1,1550,4708,1.0,0,0,4,7,860,690,1949,0,98115,47.6759,-122.286,1880,5600,Com Porão,13.038983942375959,7.346655163176539,8.457230850243555
12-09-2014,435000.0,4,2,1700,6380,1.0,0,0,4,7,850,850,1940,0,98115,47.6988,-122.319,1380,6380,Com Porão,12.983103608918753,7.438971592395862,8.761080103868347
16-03-2015,664000.0,4,2,2510,11880,1.0,0,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211,Com Porão,13.406038934481533,7.828436359157585,9.382695764458287
29-07-2014,865000.0,4,1,1800,4180,2.0,0,3,4,8,1800,0,1921,0,98102,47.6462,-122.318,2180,4620,Sem Porão,13.670485941982712,7.496097345175956,8.338305731356565
13-08-2014,385000.0,3,1,1800,18000,1.0,0,0,3,8,1200,600,1968,0,98058,47.4406,-122.146,1800,18000,Com Porão,12.861001210669146,7.496097345175956,9.798182590890704
18-07-2014,497000.0,3,2,1870,9315,1.0,0,0,3,7,1350,520,1975,0,98034,47.705,-122.202,2230,9579,Com Porão,13.116347317149176,7.534228326274089,9.139488631004232
23-06-2014,280000.0,2,1,1010,3000,1.0,0,0,4,7,1010,0,1925,0,98045,47.4965,-121.785,1150,7000,Sem Porão,12.54254845357358,6.918695219020472,8.006700845440367
27-01-2015,188000.0,2,1,1120,17487,1.0,0,0,3,6,1120,0,1924,0,98178,47.5024,-122.271,1690,8056,Sem Porão,12.144202560946876,7.02197642307216,9.76927021041632
30-09-2014,478500.0,3,1,2090,4755,1.0,0,2,3,8,1200,890,1969,0,98136,47.5304,-122.387,1850,5300,Com Porão,13.078413579737122,7.645397699428633,8.467162257810672
31-07-2014,1145000.0,4,3,4370,18361,2.0,0,0,3,11,4370,0,2001,0,98065,47.544,-121.872,4190,13641,Sem Porão,13.95091606833254,8.382747094863314,9.818038590703646
15-08-2014,222000.0,3,2,1440,7187,1.0,0,0,4,7,970,470,1981,0,98023,47.291,-122.368,1440,7187,Com Porão,12.310437165348775,7.273092595999522,8.88016824790345
28-05-2014,799000.0,4,3,2580,209523,2.0,0,0,3,8,2580,0,1984,0,98053,47.6932,-122.006,3440,213444,Sem Porão,13.591117476312084,7.855932199718614,12.252593570255563
09-06-2014,609900.0,4,2,3190,7399,2.0,0,0,3,10,3190,0,2006,0,98038,47.3558,-122.004,3250,7323,Sem Porão,13.321051927896255,8.068089626278244,8.909235279192261
16-10-2014,413000.0,4,3,2380,5809,2.0,0,0,4,7,1750,630,1995,0,98106,47.5536,-122.359,1620,5775,Com Porão,12.931205293247745,7.7752758464868625,8.667335849845957
13-10-2014,400000.0,4,1,1420,4875,1.5,0,0,3,7,1420,0,1930,0,98115,47.6942,-122.321,1110,5413,Sem Porão,12.899222326086994,7.259116128097101,8.492080490601163
05-01-2015,802541.0,5,2,2990,6768,2.0,0,0,3,9,2990,0,2014,0,98006,47.5462,-122.182,2870,6768,Sem Porão,13.595539469065402,8.003363058629947,8.820108644508608
19-05-2014,320000.0,3,2,2680,7757,2.0,0,0,3,8,2680,0,1990,0,98023,47.2918,-122.346,2430,8231,Sem Porão,12.676079399771027,7.893945138235959,8.956479847999912
11-03-2015,507000.0,4,2,2730,7649,2.0,0,0,3,7,2730,0,2006,0,98065,47.5441,-121.882,2730,6216,Sem Porão,13.136268254957963,7.912423121473705,8.942460926820582
24-09-2014,387500.0,3,1,1220,8329,1.0,0,0,3,6,1220,0,1946,0,98115,47.6982,-122.298,1490,8322,Sem Porão,12.86747370841737,7.107425474110705,9.027618735160889
24-02-2015,396000.0,3,1,1500,12616,1.0,0,0,3,7,1500,0,1967,0,98072,47.7415,-122.101,1820,13950,Sem Porão,12.889172015485954,7.313886831633462,9.442800389927742
21-08-2014,373000.0,3,1,1830,11788,1.0,0,1,3,8,1430,400,1958,0,98055,47.4862,-122.224,2140,11964,Com Porão,12.829336379587506,7.5126175446745105,9.374922172292127
23-09-2014,1484900.0,5,2,4570,19252,2.0,0,0,5,10,4570,0,1965,0,98040,47.5553,-122.22,3180,13314,Sem Porão,14.210858661329949,8.427487278331744,9.865422171729335
21-07-2014,359900.0,4,2,2470,7698,2.0,0,0,3,8,2470,0,1983,0,98058,47.4406,-122.141,2330,7986,Sem Porão,12.79358427261286,7.81237820598861,8.94884572927805
04-03-2015,410000.0,2,1,800,4342,1.0,0,0,3,6,670,130,1927,0,98115,47.6997,-122.316,1210,4343,Com Porão,12.923914877701906,6.68586094706836,8.376320632534823
12-07-2014,690000.0,4,2,2900,23488,2.0,0,0,3,9,2900,0,1992,0,98053,47.6726,-122.03,2900,34589,Sem Porão,13.444448325847754,7.972810784121404,10.064287505439836
25-06-2014,245000.0,3,2,1410,5760,1.0,0,0,3,7,1410,0,1985,0,98030,47.3702,-122.185,1670,6222,Sem Porão,12.409017571151187,7.252053951852814,8.658866349732383
29-12-2014,700000.0,5,2,2830,25958,1.0,0,1,5,8,1610,1220,1979,0,98075,47.5896,-122.083,2670,21567,Com Porão,13.45883704259595,7.9483852851118995,10.164273649274849
22-09-2014,268000.0,4,1,1680,9966,1.0,0,0,3,7,1100,580,1977,0,98198,47.3923,-122.311,2400,10369,Com Porão,12.498745990829315,7.427144133408616,9.207034914967457
10-06-2014,225000.0,3,1,1760,26055,1.0,0,0,3,7,920,840,1979,0,98042,47.3664,-122.1,1350,13475,Com Porão,12.323860125621126,7.473637108496206,10.16800334695607
09-10-2014,980000.0,4,2,2240,11034,2.0,0,0,3,8,2240,0,1976,0,98004,47.5894,-122.195,2300,11550,Sem Porão,13.795308871054397,7.714677473800927,9.308827318690836
07-04-2015,795000.0,2,1,1380,5000,1.5,0,2,3,5,1380,0,1905,0,98106,47.5708,-122.359,1500,5000,Sem Porão,13.586098651497313,7.2305631534092925,8.517393171418904
04-05-2015,195000.0,2,1,820,5100,1.0,0,0,3,6,820,0,1953,0,98118,47.5156,-122.262,1170,5304,Sem Porão,12.180759965737863,6.710523109452428,8.537191877922927
03-11-2014,480000.0,4,2,2180,10575,1.0,0,0,2,6,1730,450,1950,0,98005,47.589,-122.177,2180,12010,Com Porão,13.081543466215237,7.687538766201629,9.266342562091468
19-12-2014,485000.0,4,2,1400,3600,1.0,0,0,3,7,1100,300,1900,0,98119,47.6385,-122.37,1630,2048,Com Porão,13.091906231773164,7.244941546337007,8.188966863648876
15-08-2014,130000.0,2,1,880,9000,1.0,0,0,3,5,880,0,1928,0,98188,47.4672,-122.291,1410,10000,Sem Porão,11.775297421715827,6.78105762593618,9.105090961257085
04-08-2014,325000.0,2,1,1060,5703,1.0,0,2,4,6,1060,0,1946,0,98198,47.3444,-122.327,2240,4416,Sem Porão,12.691583538230217,6.966967138613983,8.648922962094131
13-04-2015,440000.0,3,1,1530,7245,1.0,0,0,4,7,1530,0,1984,0,98034,47.731,-122.191,1530,7490,Sem Porão,12.994532278619134,7.333676395657684,8.888204871455022
14-10-2014,550000.0,4,1,2480,14782,1.0,0,3,3,8,1460,1020,1958,0,98155,47.7646,-122.271,2910,10800,Com Porão,13.217675375388819,7.816416983691801,9.60123315090109
05-08-2014,310000.0,3,1,1490,7150,1.0,0,0,5,6,1490,0,1967,0,98059,47.5015,-122.124,1350,9100,Sem Porão,12.644330802262578,7.307202314764738,8.875007486048396
01-07-2014,530000.0,3,2,3660,39478,2.0,0,2,4,9,3260,400,1989,0,98022,47.2413,-121.972,2700,38312,Com Porão,13.180634172318978,8.205491613120236,10.583524163945977
25-06-2014,390000.0,4,2,2340,8548,2.0,0,0,3,8,2340,0,1993,0,98031,47.4206,-122.183,1970,6818,Sem Porão,12.873904582205107,7.75833346749091,9.053569596026234
08-09-2014,243000.0,3,1,1450,12125,1.0,0,0,4,7,1450,0,1981,0,98001,47.3575,-122.28,1210,12125,Sem Porão,12.400820837540556,7.280008252884188,9.403107186631676
22-07-2014,639000.0,4,2,2210,9875,2.0,0,0,3,9,2210,0,1990,0,98074,47.6285,-122.025,2440,8799,Sem Porão,13.367661298303675,7.701200180857446,9.19786285046507
18-09-2014,215000.0,4,1,1130,7400,1.0,0,0,4,7,1130,0,1969,0,98003,47.3437,-122.316,1540,7379,Sem Porão,12.278397958261774,7.030857476116121,8.909370405197466
04-03-2015,405000.0,5,1,1550,10500,1.0,0,0,3,7,1100,450,1961,0,98011,47.7573,-122.22,1420,9823,Com Porão,12.91164481522143,7.346655163176539,9.259225769705994
22-12-2014,250000.0,4,1,1710,7140,1.0,0,0,5,7,1010,700,1968,0,98032,47.3745,-122.275,1770,8960,Com Porão,12.429220196836383,7.444833273892193,8.87360810154911
15-07-2014,405500.0,3,1,1010,8108,1.0,0,0,5,7,1010,0,1954,0,98155,47.7359,-122.309,1300,8108,Sem Porão,12.91287861862581,6.918695219020472,9.000729834944558
14-04-2015,267000.0,3,2,1300,9644,1.0,0,0,3,7,1300,0,1994,0,98010,47.3131,-121.998,1430,9656,Sem Porão,12.495007682693725,7.170888478512505,9.17419492533983
08-08-2014,289950.0,3,2,1670,6186,2.0,0,0,3,7,1670,0,2002,0,98038,47.3668,-122.031,2390,6924,Sem Porão,12.577467222169135,7.421177528595393,8.73020559553099
28-07-2014,565000.0,2,1,960,4080,1.0,0,0,5,7,960,0,1911,0,98103,47.6893,-122.349,1300,4080,Sem Porão,13.244582780038517,6.8679744089702925,8.314097335405807
08-08-2014,1578000.0,4,3,4670,51836,2.0,0,0,4,12,4670,0,1988,0,98005,47.635,-122.164,4230,41075,Sem Porão,14.271669414101318,8.449128460502108,10.855859458981232
20-04-2015,636000.0,3,2,2140,2770,2.0,0,0,3,8,1770,370,2007,0,98052,47.6664,-122.131,2510,2708,Com Porão,13.362955414648066,7.669028288589683,7.9269635448629785
18-09-2014,350000.0,5,3,2520,5500,1.0,0,0,3,8,1550,970,2004,0,98178,47.4938,-122.255,1700,8000,Com Porão,12.765691290604371,7.83241092718792,8.612685172875459
04-06-2014,320000.0,3,1,1650,9380,1.0,0,0,5,7,1130,520,1978,0,98058,47.4525,-122.162,1720,8856,Com Porão,12.676079399771027,7.409136443920128,9.14644164612595
13-06-2014,210000.0,2,1,1440,5680,1.0,0,0,4,8,1440,0,1978,0,98198,47.3825,-122.319,1320,3547,Sem Porão,12.25486757159303,7.273092595999522,8.644882552557126
10-09-2014,245000.0,2,1,1050,5900,1.0,0,0,3,7,1050,0,1950,0,98126,47.5326,-122.376,1280,5900,Sem Porão,12.409017571151187,6.957497370876951,8.682877107057168
06-11-2014,328000.0,3,1,1470,7650,1.0,0,0,3,7,1130,340,1983,0,98059,47.4818,-122.161,1590,7500,Com Porão,12.700771936142122,7.293697720601438,8.942591637231851
09-05-2014,985000.0,4,2,4230,37769,2.0,0,0,3,11,4230,0,1989,0,98077,47.7287,-122.077,3890,37034,Sem Porão,13.800397935382136,8.350193650720067,10.539270415706502
12-06-2014,501000.0,3,1,1970,7972,1.0,0,3,5,8,1370,600,1976,0,98055,47.4908,-122.225,2460,9796,Com Porão,13.124363376072994,7.58629630715272,8.983816112502495
17-09-2014,315000.0,3,2,1540,17424,2.0,0,0,3,7,1540,0,1992,0,98045,47.4429,-121.759,1560,11439,Sem Porão,12.660331092405906,7.340186835320115,9.765661235628725
08-05-2014,403000.0,3,2,2090,8354,2.0,0,0,3,8,2090,0,2012,0,98019,47.7336,-121.965,2280,6348,Sem Porão,12.90669432231532,7.645397699428633,9.030615441029495
15-07-2014,550000.0,3,2,2380,17950,2.0,0,0,4,8,2110,270,1934,0,98155,47.7591,-122.28,2030,23900,Com Porão,13.217675375388819,7.7752758464868625,9.79540110267107
13-01-2015,347500.0,4,2,2156,3562,2.0,0,0,3,9,2156,0,2012,0,98030,47.3591,-122.201,1708,3539,Sem Porão,12.758522821680685,7.676473646389156,8.178358165605836
06-10-2014,365000.0,4,2,2070,8893,2.0,0,0,4,8,2070,0,1986,0,98058,47.4388,-122.162,2390,7700,Sem Porão,12.807655372286902,7.635786861395585,9.093132171070641
24-02-2015,588000.0,3,1,1910,8167,1.0,0,0,4,8,1270,640,1951,0,98117,47.7004,-122.368,1500,6816,Com Porão,13.28448392755959,7.555381944240273,9.007979359844501
